emp_no,first_name,last_name,salary
51527,Arnd,Siepmann,102119
51527,Arnd,Siepmann,104649
51527,Arnd,Siepmann,106325
51527,Arnd,Siepmann,109428
51527,Arnd,Siepmann,112192
51685,Jiong,Neiman,102178
51685,Jiong,Neiman,102242
51685,Jiong,Neiman,103294
51685,Jiong,Neiman,103875
51815,Pranav,Chepyzhov,101082
51815,Pranav,Chepyzhov,103868
51815,Pranav,Chepyzhov,103435
51901,Pranay,Felder,101251
51901,Pranay,Felder,105015
51901,Pranay,Felder,108425
51901,Pranay,Felder,112283
51901,Pranay,Felder,116577
51916,Jingling,Yetim,100157
52098,Martine,Delaune,101327
52299,Shin,Baranowski,100793
52408,Munir,Stroustrup,100563
52408,Munir,Stroustrup,103794
52408,Munir,Stroustrup,105825
52408,Munir,Stroustrup,109130
52408,Munir,Stroustrup,110054
52408,Munir,Stroustrup,113364
52408,Munir,Stroustrup,117002
52408,Munir,Stroustrup,118584
52517,Itzchak,Sooriamurthi,103673
52517,Itzchak,Sooriamurthi,107822
52517,Itzchak,Sooriamurthi,107554
52561,Rafael,Dehkordi,102297
52561,Rafael,Dehkordi,102038
52746,Ingmar,Neimat,100932
52746,Ingmar,Neimat,100801
52746,Ingmar,Neimat,104694
52746,Ingmar,Neimat,109068
52746,Ingmar,Neimat,110431
52746,Ingmar,Neimat,114118
52746,Ingmar,Neimat,117307
52755,Shakhar,Rodier,100692
52877,Takahito,Streit,101985
52877,Takahito,Streit,101970
52877,Takahito,Streit,104618
53041,Paris,Oskamp,100255
53130,Anestis,Poupard,101133
53130,Anestis,Poupard,101034
53130,Anestis,Poupard,104286
53130,Anestis,Poupard,104355
53130,Anestis,Poupard,103927
53130,Anestis,Poupard,104674
53130,Anestis,Poupard,105718
53338,Harngdar,Curless,101216
53390,Dmitry,Aamodt,100059
53849,Youjian,Shackell,102256
54380,Randi,Schonegge,102257
54380,Randi,Schonegge,103004
54380,Randi,Schonegge,103544
54380,Randi,Schonegge,104447
54380,Randi,Schonegge,108435
54380,Randi,Schonegge,108274
54573,Taizo,Czap,101200
54573,Taizo,Czap,100882
54573,Taizo,Czap,104277
54573,Taizo,Czap,107291
54690,Abdelghani,Rijsenbrij,102826
54690,Abdelghani,Rijsenbrij,105445
55523,Giordano,Feinberg,101892
55523,Giordano,Feinberg,102067
56125,Heon,Thombley,100085
56125,Heon,Thombley,102822
56125,Heon,Thombley,104746
56521,Shaibal,Rajcani,101012
56521,Shaibal,Rajcani,102669
56521,Shaibal,Rajcani,103091
56521,Shaibal,Rajcani,107554
56521,Shaibal,Rajcani,107755
56521,Shaibal,Rajcani,108822
56521,Shaibal,Rajcani,111471
56521,Shaibal,Rajcani,112778
56521,Shaibal,Rajcani,115337
56521,Shaibal,Rajcani,117389
56715,Rasiah,Gurbaxani,100975
56715,Rasiah,Gurbaxani,104536
56715,Rasiah,Gurbaxani,107575
56715,Rasiah,Gurbaxani,108906
56715,Rasiah,Gurbaxani,112717
56715,Rasiah,Gurbaxani,116857
56715,Rasiah,Gurbaxani,117398
56715,Rasiah,Gurbaxani,121419
56804,Arra,Heinisuo,100653
56804,Arra,Heinisuo,102561
56804,Arra,Heinisuo,102222
56804,Arra,Heinisuo,101811
56876,Steen,Matzel,101998
56876,Steen,Matzel,104236
56876,Steen,Matzel,104369
56876,Steen,Matzel,104841
56876,Steen,Matzel,109291
57422,Tetsushi,Schiettecatte,100670
57489,Jaihie,Benaini,100536
57599,Georg,Moffat,101133
57855,Remco,Peroz,101153
57855,Remco,Peroz,104558
57855,Remco,Peroz,105403
57855,Remco,Peroz,107903
57877,Brigham,Delgrande,101249
57934,Sanjoy,Boudaillier,102072
57934,Sanjoy,Boudaillier,104636
58035,Jenwei,Speckmann,101025
58201,Willard,Bashian,100477
58262,Vasilis,Cronau,102122
58262,Vasilis,Cronau,105460
58262,Vasilis,Cronau,107049
58262,Vasilis,Cronau,109544
58280,Manohar,Peris,101511
58280,Manohar,Peris,103248
58518,Along,Perfilyeva,100053
58783,Udi,Morton,100106
58783,Udi,Morton,101433
58783,Udi,Morton,105712
59016,Terresa,Kornyak,100177
59016,Terresa,Kornyak,100939
59016,Terresa,Kornyak,101452
59016,Terresa,Kornyak,101318
59016,Terresa,Kornyak,102374
59094,Adin,McDermid,102955
59094,Adin,McDermid,106893
59094,Adin,McDermid,111006
59094,Adin,McDermid,114403
59094,Adin,McDermid,117568
59599,Hinrich,Undy,100708
59599,Hinrich,Undy,100915
59599,Hinrich,Undy,101086
59599,Hinrich,Undy,103944
59599,Hinrich,Undy,104572
59666,Giap,Haldar,103246
59666,Giap,Haldar,105665
59666,Giap,Haldar,106450
59666,Giap,Haldar,107171
59666,Giap,Haldar,111295
59666,Giap,Haldar,114303
59666,Giap,Haldar,117918
59666,Giap,Haldar,119326
59666,Giap,Haldar,123254
59666,Giap,Haldar,123463
59726,Bezalel,Syrotiuk,102863
59749,Chiranjit,Redmiles,100916
59843,Arno,Imataki,102692
59843,Arno,Imataki,106295
59843,Arno,Imataki,109333
59843,Arno,Imataki,110340
59843,Arno,Imataki,111196
59879,Amstein,Gronowski,101432
60118,Izaskun,Strehl,101015
60118,Izaskun,Strehl,102138
60118,Izaskun,Strehl,102356
60118,Izaskun,Strehl,105696
60118,Izaskun,Strehl,107429
60118,Izaskun,Strehl,108170
60247,Hauke,Soloway,102724
60618,Roddy,Brickell,103065
60618,Roddy,Brickell,106722
60618,Roddy,Brickell,107020
60618,Roddy,Brickell,108855
60618,Roddy,Brickell,111053
60618,Roddy,Brickell,113106
60618,Roddy,Brickell,114048
60750,Girolamo,Slobodova,101540
60928,Krister,Siprelle,101570
61054,Kitty,Emmart,100154
61054,Kitty,Emmart,103742
61118,King,Erol,100925
61629,Branimir,Ratzlaff,102653
61629,Branimir,Ratzlaff,104030
61629,Branimir,Ratzlaff,106686
61753,Pantung,Levergood,101020
61753,Pantung,Levergood,103311
61974,Khalid,Pargaonkar,101550
62207,Maris,Falco,100226
62304,Kersti,Rusmann,100807
62875,Genta,Auria,103395
62875,Genta,Auria,107260
62875,Genta,Auria,106882
62875,Genta,Auria,110007
62875,Genta,Auria,111966
62875,Genta,Auria,112145
63331,Changho,Fadgyas,101348
63504,Diederik,Morris,103022
63504,Diederik,Morris,103641
63655,Zine,Mungall,100983
64109,Unal,Marquardt,100724
64141,Uriel,Piveteau,100989
64317,Gretta,Attimonelli,100785
64581,Shaunak,Reghbati,100069
64672,Tayeb,Spelt,100699
64695,Ottavia,Cyre,101976
64695,Ottavia,Cyre,103953
64695,Ottavia,Cyre,107152
64695,Ottavia,Cyre,108236
64832,Boalin,Emmerich,100330
65089,Giri,Cooman,102871
65089,Giri,Cooman,102910
65089,Giri,Cooman,106970
65089,Giri,Cooman,108493
65212,Brigham,Ashish,102317
65847,Xinan,Verhoeff,101367
65847,Xinan,Verhoeff,103248
66094,Masali,Trogemann,102716
66094,Masali,Trogemann,104411
66308,Hidekazu,Pocchiola,101660
66308,Hidekazu,Pocchiola,101459
66308,Hidekazu,Pocchiola,101919
66308,Hidekazu,Pocchiola,105337
66308,Hidekazu,Pocchiola,108908
66308,Hidekazu,Pocchiola,112305
66308,Hidekazu,Pocchiola,116395
66308,Hidekazu,Pocchiola,119943
66367,Bedrich,Unni,102064
66367,Bedrich,Unni,106440
66367,Bedrich,Unni,108213
66427,Kendra,Bael,101634
66427,Kendra,Bael,102750
66427,Kendra,Bael,104484
66427,Kendra,Bael,106020
66471,Volkmar,Iacovou,102015
66677,Bernardo,Sluis,101362
66677,Bernardo,Sluis,102729
66703,Rayond,Pero,101953
66703,Rayond,Pero,102661
66703,Rayond,Pero,103529
66703,Rayond,Pero,104183
66703,Rayond,Pero,105689
66703,Rayond,Pero,105686
66703,Rayond,Pero,107546
66703,Rayond,Pero,111130
66884,Woody,Rodiger,100994
66884,Woody,Rodiger,100613
66884,Woody,Rodiger,103978
66884,Woody,Rodiger,105423
66884,Woody,Rodiger,107532
66930,Eberhardt,Antonakopoulos,100304
66930,Eberhardt,Antonakopoulos,104055
66930,Eberhardt,Antonakopoulos,104566
66954,JoAnne,Setlzner,100548
66954,JoAnne,Setlzner,100856
66954,JoAnne,Setlzner,102959
66954,JoAnne,Setlzner,106702
66954,JoAnne,Setlzner,107504
66954,JoAnne,Setlzner,109270
66954,JoAnne,Setlzner,111866
66954,JoAnne,Setlzner,113281
66954,JoAnne,Setlzner,115799
67456,Kien,Berstel,102090
67483,Oguz,Chartres,104094
67483,Oguz,Chartres,105278
67483,Oguz,Chartres,105339
67597,Alassane,Luan,101127
67597,Alassane,Luan,101271
67597,Alassane,Luan,102754
67597,Alassane,Luan,103807
67597,Alassane,Luan,105613
67888,Neven,Vilarrasa,100215
67888,Neven,Vilarrasa,104015
67888,Neven,Vilarrasa,107962
67888,Neven,Vilarrasa,109894
67940,Pranas,Nittel,102086
67940,Pranas,Nittel,105518
67940,Pranas,Nittel,106775
67940,Pranas,Nittel,108059
68002,Gunilla,Christ,100746
68002,Gunilla,Christ,101823
68002,Gunilla,Christ,105211
68058,Jaideep,Heijenga,100241
68058,Jaideep,Heijenga,100156
68058,Jaideep,Heijenga,102578
68058,Jaideep,Heijenga,107020
68058,Jaideep,Heijenga,106944
68058,Jaideep,Heijenga,110590
68330,Ipke,Goodrum,100124
68330,Ipke,Goodrum,103634
68330,Ipke,Goodrum,105526
68330,Ipke,Goodrum,110023
68719,Maha,Foong,102116
68719,Maha,Foong,103402
68719,Maha,Foong,105432
68727,Uma,Uludag,101826
68727,Uma,Uludag,103630
68727,Uma,Uludag,104591
68727,Uma,Uludag,104832
68727,Uma,Uludag,105033
68727,Uma,Uludag,105801
69803,Jinxi,Deverell,102871
69864,Zissis,Luce,100323
69864,Zissis,Luce,103393
69864,Zissis,Luce,103856
69864,Zissis,Luce,108287
69864,Zissis,Luce,111046
70049,Dipankar,Domenig,101765
70082,Xinglin,Pauthner,100079
70082,Xinglin,Pauthner,104403
70082,Xinglin,Pauthner,104343
70082,Xinglin,Pauthner,105185
70082,Xinglin,Pauthner,108330
70082,Xinglin,Pauthner,110130
70082,Xinglin,Pauthner,110988
70386,Guiseppe,Mamelak,100455
70386,Guiseppe,Mamelak,100974
70386,Guiseppe,Mamelak,103939
70460,Idoia,Etalle,101755
70460,Idoia,Etalle,101326
70460,Idoia,Etalle,101926
70460,Idoia,Etalle,104501
70460,Idoia,Etalle,108943
70460,Idoia,Etalle,110861
70478,Basil,Peac,103469
70478,Basil,Peac,103802
70478,Basil,Peac,106575
70478,Basil,Peac,107137
70478,Basil,Peac,107534
70478,Basil,Peac,110672
70785,Jiakeng,Swan,103014
70906,Maya,Bernardinello,103276
70906,Maya,Bernardinello,104923
71083,Slavian,Pauthner,100424
71083,Slavian,Pauthner,100457
71083,Slavian,Pauthner,103549
71083,Slavian,Pauthner,103470
71171,Yucai,Schicker,101561
71171,Yucai,Schicker,101592
71171,Yucai,Schicker,104839
71171,Yucai,Schicker,107969
71234,Bodh,Pearson,102916
71514,Maren,Radwan,100729
71514,Maren,Radwan,102137
71514,Maren,Radwan,103661
71514,Maren,Radwan,107431
71530,Venkatesan,McAlpine,100935
71530,Venkatesan,McAlpine,102965
71682,Pranav,Baaz,101507
71682,Pranav,Baaz,101181
71682,Pranav,Baaz,104197
71682,Pranav,Baaz,105937
71682,Pranav,Baaz,109908
71682,Pranav,Baaz,109772
71682,Pranav,Baaz,113259
71785,Arie,Bennet,101661
71821,Chuanti,Barvinok,100405
71821,Chuanti,Barvinok,102159
71821,Chuanti,Barvinok,101671
72004,Macha,Undy,100154
72004,Macha,Undy,102239
72004,Macha,Undy,102451
72348,Bluma,Goodrum,100807
72455,Gennadi,Asser,101436
72455,Gennadi,Asser,104015
72455,Gennadi,Asser,108267
72455,Gennadi,Asser,111571
72455,Gennadi,Asser,114150
72510,Miomir,Tomescu,100686
72637,Kazuhito,Shimshoni,101307
72637,Kazuhito,Shimshoni,102773
72637,Kazuhito,Shimshoni,106164
72637,Kazuhito,Shimshoni,106300
72637,Kazuhito,Shimshoni,108350
72650,Rasikan,Muniz,103985
72650,Rasikan,Muniz,104568
72650,Rasikan,Muniz,108151
72650,Rasikan,Muniz,110509
72650,Rasikan,Muniz,111888
72650,Rasikan,Muniz,113673
72650,Rasikan,Muniz,114226
72650,Rasikan,Muniz,117358
73010,Conor,Bisiani,101352
73010,Conor,Bisiani,101719
73442,Olivera,Mahnke,100445
73567,Gao,Borstler,100241
73567,Gao,Borstler,100029
73567,Gao,Borstler,102009
73567,Gao,Borstler,105072
73626,Isaac,Burnard,103396
73626,Isaac,Burnard,105817
73626,Isaac,Burnard,106718
73872,Utz,Benzaken,100068
73872,Utz,Benzaken,101017
73872,Utz,Benzaken,100745
73872,Utz,Benzaken,104983
73872,Utz,Benzaken,108981
73872,Utz,Benzaken,108495
73872,Utz,Benzaken,111902
73872,Utz,Benzaken,115427
74235,Stamatina,Kermarrec,101680
74265,Alenka,Schaad,100058
74265,Alenka,Schaad,101965
74265,Alenka,Schaad,105121
74298,Lena,Plesums,100142
74298,Lena,Plesums,100252
74298,Lena,Plesums,102863
74298,Lena,Plesums,106283
74298,Lena,Plesums,108478
74571,Atilio,Viele,101306
74571,Atilio,Viele,101056
74571,Atilio,Viele,101560
74571,Atilio,Viele,104235
74571,Atilio,Viele,107292
74571,Atilio,Viele,110413
74571,Atilio,Viele,111360
74571,Atilio,Viele,111860
74571,Atilio,Viele,111757
74676,Baziley,Constantine,100488
74676,Baziley,Constantine,103292
74676,Baziley,Constantine,106531
74676,Baziley,Constantine,108287
74676,Baziley,Constantine,111913
74676,Baziley,Constantine,112468
74676,Baziley,Constantine,115942
74676,Baziley,Constantine,118561
74676,Baziley,Constantine,121120
74676,Baziley,Constantine,121551
74848,Lucian,Werthner,101405
74848,Lucian,Werthner,105841
74848,Lucian,Werthner,106785
74848,Lucian,Werthner,109985
74848,Lucian,Werthner,112153
74848,Lucian,Werthner,115222
74848,Lucian,Werthner,119497
74848,Lucian,Werthner,123732
74914,Xiaopeng,Melter,101062
74914,Xiaopeng,Melter,102562
74919,Gurbir,Hainaut,101152
75303,Trygve,Vieth,100668
75303,Trygve,Vieth,103072
75303,Trygve,Vieth,104140
75303,Trygve,Vieth,105899
75303,Trygve,Vieth,107135
75303,Trygve,Vieth,109277
75303,Trygve,Vieth,111191
75303,Trygve,Vieth,112753
75443,Zita,Theuretzbacher,100585
75526,Ravishankar,Zyda,101179
75526,Ravishankar,Zyda,101036
75608,Suebskul,Sherertz,100697
75632,Guadalupe,Massonet,101673
75632,Guadalupe,Massonet,103047
75652,Jeanna,Schrift,102226
75652,Jeanna,Schrift,106486
75652,Jeanna,Schrift,106591
75761,Fumiya,Dalton,101423
75761,Fumiya,Dalton,104943
75761,Fumiya,Dalton,105592
75761,Fumiya,Dalton,107331
75761,Fumiya,Dalton,109690
75761,Fumiya,Dalton,111168
75895,Kiyokazu,Yavatkar,100513
75941,Leah,Rosiles,100264
75941,Leah,Rosiles,104252
76073,Mitchel,Furedi,101322
76073,Mitchel,Furedi,104522
76073,Mitchel,Furedi,104828
76073,Mitchel,Furedi,107591
76073,Mitchel,Furedi,111165
76073,Mitchel,Furedi,114115
76073,Mitchel,Furedi,117861
76073,Mitchel,Furedi,119730
76073,Mitchel,Furedi,122940
76231,Marsja,Camurati,100393
76231,Marsja,Camurati,101179
76231,Marsja,Camurati,105364
76231,Marsja,Camurati,105199
76231,Marsja,Camurati,107101
76231,Marsja,Camurati,107325
76231,Marsja,Camurati,111217
76479,Hinrich,Sanella,100276
76479,Hinrich,Sanella,104683
76479,Hinrich,Sanella,107550
76479,Hinrich,Sanella,108627
76828,Ioana,Benaini,101293
76828,Ioana,Benaini,101028
76890,Giao,Cyne,101337
76890,Giao,Cyne,101973
76890,Giao,Cyne,103519
76890,Giao,Cyne,107736
76890,Giao,Cyne,110059
76890,Giao,Cyne,110854
76890,Giao,Cyne,111243
76890,Giao,Cyne,110829
76890,Giao,Cyne,111919
76890,Giao,Cyne,113739
76890,Giao,Cyne,115863
76890,Giao,Cyne,118433
77098,Valeri,Maierhofer,100317
77320,Fun,Vandervoorde,100409
77320,Fun,Vandervoorde,100807
77320,Fun,Vandervoorde,103325
77320,Fun,Vandervoorde,105837
77374,Laurentiu,Greibach,101451
77374,Laurentiu,Greibach,104364
77394,Mary,Wielonsky,101013
77395,Berna,Ratnaker,101056
77541,Hideo,Furudate,100140
77545,Gopalakrishnan,Paciorek,100185
77752,Shridhar,Peral,101333
77752,Shridhar,Peral,104597
77752,Shridhar,Peral,108486
77752,Shridhar,Peral,110945
77752,Shridhar,Peral,115310
77752,Shridhar,Peral,116648
77752,Shridhar,Peral,116555
77752,Shridhar,Peral,116893
77841,Arve,Gimarc,101214
77892,Uma,Stellhorn,102470
77950,Deniz,Mansanne,100953
77950,Deniz,Mansanne,105007
77950,Deniz,Mansanne,106716
77950,Deniz,Mansanne,110574
78072,Rosli,Schlumberger,100356
78072,Rosli,Schlumberger,100342
78072,Rosli,Schlumberger,103269
78072,Rosli,Schlumberger,105789
78072,Rosli,Schlumberger,109100
78072,Rosli,Schlumberger,110712
78072,Rosli,Schlumberger,110443
78072,Rosli,Schlumberger,112155
78096,Bernd,Etalle,101292
78096,Bernd,Etalle,102754
78108,Elvis,Narahari,100313
78108,Elvis,Narahari,102460
78204,Troy,Ertl,100070
78204,Troy,Ertl,102198
78474,Youssef,Belinskaya,100979
78474,Youssef,Belinskaya,101138
78742,Dannz,Perko,103234
78742,Dannz,Perko,107305
78871,Conor,Ghandeharizadeh,103330
79132,Bilhanan,Fabrizio,100018
79132,Bilhanan,Fabrizio,103620
79132,Bilhanan,Fabrizio,104757
79132,Bilhanan,Fabrizio,105897
79132,Bilhanan,Fabrizio,109227
79132,Bilhanan,Fabrizio,112144
79132,Bilhanan,Fabrizio,111804
79132,Bilhanan,Fabrizio,114762
79132,Bilhanan,Fabrizio,117078
79132,Bilhanan,Fabrizio,119135
79231,Alair,Ferriere,101890
79231,Alair,Ferriere,102055
79231,Alair,Ferriere,103453
79231,Alair,Ferriere,106016
79231,Alair,Ferriere,107927
79846,Hideyuki,Suessmith,101047
79997,Venkatesan,Vigier,100062
79997,Venkatesan,Vigier,103815
79997,Venkatesan,Vigier,107076
80005,Sanjit,Nyrup,100525
80005,Sanjit,Nyrup,103092
80005,Sanjit,Nyrup,106270
80018,Demos,Plumb,100500
80018,Demos,Plumb,103001
80018,Demos,Plumb,104673
80092,Yucel,Wilharm,100220
80092,Yucel,Wilharm,100832
80092,Yucel,Wilharm,103430
80092,Yucel,Wilharm,103586
80124,Akemi,Budinsky,100799
80124,Akemi,Budinsky,102360
80124,Akemi,Budinsky,106058
80124,Akemi,Budinsky,107288
80124,Akemi,Budinsky,109865
80124,Akemi,Budinsky,113378
80124,Akemi,Budinsky,117613
80392,Utpal,Frezza,103150
80756,Aksel,Jiafu,100671
80756,Aksel,Jiafu,104490
80878,Zeljko,Danlos,102026
80878,Zeljko,Danlos,103699
80889,Shigeo,Linnainmaa,103345
80889,Shigeo,Linnainmaa,106784
81207,Barry,Hofstetter,100550
81207,Barry,Hofstetter,100119
81207,Barry,Hofstetter,103434
81207,Barry,Hofstetter,106966
81207,Barry,Hofstetter,107851
81207,Barry,Hofstetter,107739
81207,Barry,Hofstetter,110353
81207,Barry,Hofstetter,111998
81207,Barry,Hofstetter,115831
81207,Barry,Hofstetter,118612
81207,Barry,Hofstetter,119529
81207,Barry,Hofstetter,121864
81208,Sumant,Rindone,103704
81208,Sumant,Rindone,104393
81208,Sumant,Rindone,105880
81208,Sumant,Rindone,106444
81208,Sumant,Rindone,110148
81355,Sanjeeva,Rissland,101128
81355,Sanjeeva,Rissland,101765
81355,Sanjeeva,Rissland,104048
81355,Sanjeeva,Rissland,106980
81355,Sanjeeva,Rissland,110922
81355,Sanjeeva,Rissland,115405
81432,Hideyuki,Veldwijk,100040
81432,Hideyuki,Veldwijk,104242
81432,Hideyuki,Veldwijk,107192
81576,Deniz,Warwick,100541
81641,Billur,Smailagic,102118
81641,Billur,Smailagic,105952
81641,Billur,Smailagic,109484
81641,Billur,Smailagic,110829
81716,Marc,Papsdorf,102644
81716,Marc,Papsdorf,106419
81878,Danae,Hutter,100135
81878,Danae,Hutter,102660
81878,Danae,Hutter,103514
81900,Mario,Bernatsky,100718
81900,Mario,Bernatsky,101637
81900,Mario,Bernatsky,101255
81900,Mario,Bernatsky,102328
81900,Mario,Bernatsky,104375
82139,Satoru,Zucker,102117
82139,Satoru,Zucker,105960
82139,Satoru,Zucker,109436
82139,Satoru,Zucker,112682
82283,Xinglin,Bonifati,100611
82283,Xinglin,Bonifati,104672
82283,Xinglin,Bonifati,104637
82283,Xinglin,Bonifati,106169
82283,Xinglin,Bonifati,107709
82283,Xinglin,Bonifati,111666
82283,Xinglin,Bonifati,114223
82283,Xinglin,Bonifati,116985
82288,Xinglin,Ponthieu,102923
82288,Xinglin,Ponthieu,102523
82288,Xinglin,Ponthieu,105108
82415,Saeed,Scallan,100261
82415,Saeed,Scallan,104183
82704,Marla,Lunn,100710
82741,Heping,Krychniak,101429
82741,Heping,Krychniak,104606
82741,Heping,Krychniak,104453
82801,Adly,Masand,102465
83384,Lech,Benzmuller,101724
83384,Lech,Benzmuller,105796
83384,Lech,Benzmuller,105762
83443,Shigeu,Nooteboom,100916
83443,Shigeu,Nooteboom,101883
83443,Shigeu,Nooteboom,105099
83443,Shigeu,Nooteboom,105967
83623,Zhiwei,Tomescu,100346
83623,Zhiwei,Tomescu,104732
83623,Zhiwei,Tomescu,105394
83623,Zhiwei,Tomescu,105402
83660,Abdulla,Schaap,101357
83805,Manohar,Harllee,100596
83805,Manohar,Harllee,104388
83805,Manohar,Harllee,108280
83805,Manohar,Harllee,110143
83805,Manohar,Harllee,111716
83805,Manohar,Harllee,113840
83805,Manohar,Harllee,118310
83943,Dmitry,Gimarc,100902
83943,Dmitry,Gimarc,102191
83943,Dmitry,Gimarc,105556
83943,Dmitry,Gimarc,106471
84004,Zhilian,Foote,103210
84004,Zhilian,Foote,105435
84004,Zhilian,Foote,109404
84188,Serenella,Holburn,100278
84188,Serenella,Holburn,104062
84400,Doowon,Brickell,100800
84505,Shridhar,DasSarma,102964
84847,Xiping,Streit,101498
84847,Xiping,Streit,102122
84847,Xiping,Streit,104588
84948,Diederik,Denos,102047
84948,Diederik,Denos,101887
84948,Diederik,Denos,103201
84948,Diederik,Denos,107014
84948,Diederik,Denos,109261
84948,Diederik,Denos,111907
84948,Diederik,Denos,114357
84948,Diederik,Denos,116085
85035,Stepehn,Herber,100942
85035,Stepehn,Herber,102608
85035,Stepehn,Herber,104787
85035,Stepehn,Herber,105726
85700,Lech,Nishimukai,101017
85700,Lech,Nishimukai,102597
85700,Lech,Nishimukai,106082
86631,Tristan,Isaac,102587
86631,Tristan,Isaac,104031
86631,Tristan,Isaac,105557
86631,Tristan,Isaac,109130
86631,Tristan,Isaac,113232
86631,Tristan,Isaac,117469
86631,Tristan,Isaac,121884
86631,Tristan,Isaac,125541
86631,Tristan,Isaac,128653
86631,Tristan,Isaac,131909
86631,Tristan,Isaac,133038
86844,Dannz,Iwayama,100039
86844,Dannz,Iwayama,103378
86844,Dannz,Iwayama,106798
86844,Dannz,Iwayama,108859
86940,Taiji,Steenbeek,101534
86940,Taiji,Steenbeek,103471
86940,Taiji,Steenbeek,105619
87014,Tzvetan,Walston,102664
87232,Arch,Thebaut,102832
87232,Arch,Thebaut,106901
87232,Arch,Thebaut,111053
87237,Xinan,Rohrbach,100775
87237,Xinan,Rohrbach,102969
87237,Xinan,Rohrbach,103926
87237,Xinan,Rohrbach,105413
87537,Rosalyn,Solovay,102796
87537,Rosalyn,Solovay,105476
87537,Rosalyn,Solovay,107741
87537,Rosalyn,Solovay,107853
88314,Tsutomu,Denti,100284
88321,Chenyi,Kilgore,102691
88321,Chenyi,Kilgore,105371
88321,Chenyi,Kilgore,109531
88321,Chenyi,Kilgore,112382
88321,Chenyi,Kilgore,113470
88393,Kauko,Farris,100818
88393,Kauko,Farris,102909
88393,Kauko,Farris,107060
88396,Srinidhi,Uludag,100727
88396,Srinidhi,Uludag,104013
88607,Weiwu,Rijckaert,100169
88607,Weiwu,Rijckaert,104490
88607,Weiwu,Rijckaert,107201
89078,Mack,Kawashima,101968
89078,Mack,Kawashima,103492
89078,Mack,Kawashima,104133
89477,Rajmohan,Welham,101139
89815,Oddvar,Litvinov,101035
89815,Oddvar,Litvinov,102845
89856,Kiyomitsu,Escriba,100314
89856,Kiyomitsu,Escriba,101216
90060,Sachem,Lemarechal,101259
90060,Sachem,Lemarechal,103296
90060,Sachem,Lemarechal,105087
90060,Sachem,Lemarechal,107218
90060,Sachem,Lemarechal,107646
90103,Aran,Rando,100067
90103,Aran,Rando,101517
90126,Jaihie,Itschner,100244
90126,Jaihie,Itschner,104622
90126,Jaihie,Itschner,106762
90126,Jaihie,Itschner,110250
90126,Jaihie,Itschner,113267
90126,Jaihie,Itschner,116368
90490,Premsyl,Erev,100348
90490,Premsyl,Erev,101363
90490,Premsyl,Erev,102919
90490,Premsyl,Erev,107265
90490,Premsyl,Erev,109555
90650,Henk,Mikschl,102528
90650,Henk,Mikschl,105074
90650,Henk,Mikschl,107025
90650,Henk,Mikschl,109636
90650,Henk,Mikschl,113181
90650,Henk,Mikschl,115000
90650,Henk,Mikschl,115491
90650,Henk,Mikschl,119934
90769,Duke,Slobodova,101380
90769,Duke,Slobodova,105639
90769,Duke,Slobodova,106003
90769,Duke,Slobodova,108162
91297,Yuchang,Pellegrinelli,100443
91381,Mohan,Auyong,100524
91381,Mohan,Auyong,101819
91381,Mohan,Auyong,103884
91381,Mohan,Auyong,107295
91381,Mohan,Auyong,110343
91715,Patricia,Goldhammer,101439
91715,Patricia,Goldhammer,103372
91781,Emran,Broomell,104149
91781,Emran,Broomell,105026
91781,Emran,Broomell,107118
91781,Emran,Broomell,111275
91781,Emran,Broomell,112040
91894,Mizuhito,Kropatsch,101145
91894,Mizuhito,Kropatsch,105588
91894,Mizuhito,Kropatsch,106259
91894,Mizuhito,Kropatsch,107194
91894,Mizuhito,Kropatsch,110267
92165,Jongsuk,Ashish,100302
92168,Byong,Rothe,100726
92168,Byong,Rothe,104419
92168,Byong,Rothe,108659
92168,Byong,Rothe,112370
92168,Byong,Rothe,113494
92168,Byong,Rothe,115462
92168,Byong,Rothe,117142
92168,Byong,Rothe,120282
92168,Byong,Rothe,123670
92608,Kokou,Kusakabe,100221
92703,Ziva,Ressouche,101289
92703,Ziva,Ressouche,101373
92703,Ziva,Ressouche,104175
92703,Ziva,Ressouche,107741
93062,Pasqua,Masamoto,101603
93062,Pasqua,Masamoto,105663
93267,Arun,Baar,100396
93354,Arvind,Wixon,103468
93354,Arvind,Wixon,103898
93536,Zhonghua,Zongker,100258
93779,Keung,Schmezko,101863
93779,Keung,Schmezko,102205
93779,Keung,Schmezko,102951
93779,Keung,Schmezko,106327
93779,Keung,Schmezko,110277
93779,Keung,Schmezko,112477
93779,Keung,Schmezko,113689
93779,Keung,Schmezko,117789
93825,Rosella,Mitsuhashi,100745
93825,Rosella,Mitsuhashi,100494
93825,Rosella,Mitsuhashi,103187
93825,Rosella,Mitsuhashi,106642
93825,Rosella,Mitsuhashi,109725
93825,Rosella,Mitsuhashi,111417
93825,Rosella,Mitsuhashi,113400
93825,Rosella,Mitsuhashi,113476
93858,Jinxi,Vadhan,100649
93858,Jinxi,Vadhan,102801
93858,Jinxi,Vadhan,102803
93858,Jinxi,Vadhan,105613
93858,Jinxi,Vadhan,106489
93858,Jinxi,Vadhan,107335
94440,Becky,Baaz,101309
94440,Becky,Baaz,104370
94666,Gudjon,Denti,101713
94666,Gudjon,Denti,101603
94875,Mart,Chinen,100238
